label,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%)
KOMATIITE,44.8,0.31,6.5,11.78,1.14,27.2,0.22,0.0,0.0,0.03
ANDESITE,52.59,1.16,17.3,7.9,10.65,5.75,0.17,0.11,3.34,0.08
ANDESITE,52.85,1.29,15.9,10.13,11.89,5.89,0.36,0.04,0.86,0.1
GABBRO,51.08,0.37,17.46,7.24,11.18,9.57,0.12,0.04,1.92,0.04
BASALT,46.44,0.59,9.85,12.44,9.3,16.17,0.22,0.06,0.85,0.05
RHYOLITE,77.55,0.21,10.7,4.52,1.55,2.11,0.29,2.62,0.42,4.03
RHYOLITE,80.72,0.17,8.14,3.24,3.22,0.75,0.11,1.06,2.57,0.02
RHYOLITE,84.34,0.2,9.2,1.0,0.81,0.29,0.04,1.15,2.95,0.02
RHYOLITE,74.93,0.35,11.99,3.29,2.84,0.92,0.08,1.05,4.49,0.04
RHYOLITE,75.8,0.31,10.89,2.71,3.37,1.16,0.07,0.73,4.91,0.04
RHYOLITE,77.05,0.31,12.08,1.56,1.93,0.41,0.04,0.65,5.93,0.05
DACITE,80.28,0.52,13.42,1.75,0.14,0.9,0.0,2.9,0.0,0.09
RHYOLITE,77.73,0.35,12.97,2.34,1.37,1.13,0.08,2.86,1.12,0.05
RHYOLITE,81.94,0.22,9.49,3.38,0.44,2.78,0.09,1.61,0.0,0.03
RHYOLITE,58.26,0.48,21.75,6.25,1.45,7.32,0.17,3.84,0.41,0.05
RHYOLITE,54.61,0.28,13.14,27.6,0.43,0.34,0.01,2.4,1.18,0.04
RHYOLITE,78.26,0.18,9.47,4.22,3.43,1.65,0.08,2.13,0.57,0.01
RHYOLITE,71.65,0.39,17.41,4.58,0.48,0.51,0.0,3.64,1.32,0.03
RHYOLITE,69.57,0.41,20.04,2.94,0.45,0.48,0.0,3.9,2.15,0.05
ANDESITE,56.74,0.81,17.62,7.5,6.16,6.02,0.02,0.23,3.76,0.11
ANDESITE,56.36,0.96,17.4,7.95,6.97,4.73,0.15,0.3,3.79,0.15
RHYOLITE,77.16,0.24,12.54,2.75,0.56,1.34,0.01,0.66,4.52,0.04
ANDESITE,52.0,0.68,14.14,24.38,0.71,4.2,0.15,0.0,0.0,0.11
ANDESITE,42.83,0.85,16.72,26.83,0.41,6.2,0.11,0.12,0.0,0.14
ANDESITE,20.64,0.93,19.22,38.61,2.27,7.68,0.3,0.0,0.0,0.16
ANDESITE,22.58,0.95,20.54,39.43,0.65,7.07,0.2,0.0,0.07,0.06
ANDESITE,53.38,0.69,14.04,23.68,0.38,4.59,0.08,0.0,0.0,0.1
ANDESITE,49.94,0.75,15.07,25.37,0.3,4.82,0.09,0.0,0.0,0.09
ANDESITE,55.06,0.57,13.03,21.78,0.11,5.09,0.09,0.0,0.0,0.08
ANDESITE,56.27,0.64,13.8,21.42,0.09,4.83,0.05,0.0,0.0,0.07
ANDESITE,61.74,0.5,10.47,19.26,0.16,3.54,0.3,0.04,0.0,0.05
ANDESITE,55.57,0.52,14.05,21.14,0.28,5.4,0.09,0.0,0.0,0.03
ANDESITE,39.05,0.71,20.04,26.72,0.36,9.82,0.14,0.0,0.0,0.05
ANDESITE,57.31,0.62,13.93,19.65,0.07,6.08,0.08,0.0,0.0,0.05
ANDESITE,58.88,0.89,14.31,17.64,0.04,5.74,0.07,0.41,0.0,0.04
ANDESITE,61.97,0.56,12.59,16.98,0.23,5.46,0.09,0.03,0.0,0.06
ANDESITE,57.42,0.59,15.9,20.02,0.28,3.42,0.0,0.04,0.05,0.06
ANDESITE,61.77,0.99,19.84,7.55,0.62,4.09,0.0,3.67,0.49,0.09
ANDESITE,65.25,1.01,19.97,5.88,0.27,1.67,0.0,4.97,0.25,0.1
ANDESITE,61.61,1.04,22.45,6.16,0.27,2.29,0.0,5.12,0.25,0.11
ANDESITE,56.27,1.57,14.3,18.8,1.32,5.26,0.2,0.83,1.21,0.22
RHYOLITE,78.75,0.28,10.61,2.76,0.25,1.7,0.07,0.12,5.41,0.05
RHYOLITE,72.18,0.58,13.31,6.18,0.26,3.5,0.1,1.74,2.0,0.14
DACITE,62.36,1.2,16.44,8.46,5.45,4.92,0.12,0.16,0.71,0.18
RHYOLITE,73.69,0.33,12.24,6.85,0.56,1.54,0.15,1.22,3.33,0.08
DACITE,64.52,0.99,14.25,7.48,5.04,2.07,0.11,0.85,4.32,0.38
ANDESITE,58.41,1.55,15.28,9.89,3.94,4.87,0.13,0.56,5.06,0.31
RHYOLITE,77.71,0.21,11.38,2.75,0.37,0.68,0.05,1.51,5.29,0.04
ANDESITE,58.55,1.5,14.71,10.68,4.92,5.77,0.22,0.3,2.77,0.57
RHYOLITE,80.07,0.18,10.22,2.21,0.76,0.59,0.04,1.01,4.89,0.01
ANDESITE,54.34,1.65,15.39,11.25,5.45,6.21,0.3,0.47,4.31,0.62
DACITE,62.3,0.9,14.98,8.25,5.37,4.38,0.2,0.89,2.57,0.16
RHYOLITE,86.59,0.19,7.86,1.57,0.67,0.32,0.03,2.13,0.61,0.02
ANDESITE,54.89,1.37,16.94,8.33,5.44,5.64,0.15,1.61,5.3,0.22
RHYOLITE,83.19,0.15,7.49,4.71,0.65,1.29,0.31,1.78,0.43,0.02
DACITE,65.03,0.87,15.21,6.54,3.22,1.65,0.15,0.49,6.57,0.27
RHYOLITE,73.26,0.29,11.95,4.83,3.6,0.77,0.12,0.94,4.15,0.07
RHYOLITE,75.02,0.27,11.19,3.99,3.19,0.59,0.15,1.03,4.51,0.07
RHYOLITE,80.15,0.19,9.58,3.12,1.7,0.42,0.08,0.58,4.14,0.03
RHYOLITE,78.0,0.23,11.07,2.17,1.57,0.41,0.05,0.64,5.8,0.05
RHYOLITE,76.62,0.22,10.77,4.06,1.6,0.46,0.14,0.72,5.39,0.03
RHYOLITE,74.1,0.37,11.67,3.8,2.41,0.85,0.06,0.66,6.0,0.08
ANDESITE,54.43,0.93,17.06,8.82,5.94,7.55,0.09,0.89,4.19,0.12
BASALT,49.72,0.57,11.82,9.34,9.71,11.13,0.2,1.23,2.18,0.24
BASALT,50.66,0.69,12.94,8.99,9.07,8.15,0.19,1.52,3.32,0.24
BASALT,50.74,0.5,19.51,7.3,4.16,4.31,0.14,1.68,5.03,0.24
ANDESITE,51.27,0.84,13.25,7.83,6.55,7.36,0.12,0.67,3.97,0.25
ANDESITE,51.74,0.8,12.91,7.31,7.23,6.43,0.14,0.8,3.08,0.26
ANDESITE,54.95,0.72,14.95,7.32,4.53,5.32,0.13,0.64,4.82,0.34
BASALT,53.86,0.5,12.96,5.52,7.19,6.42,0.13,0.5,4.4,0.46
KOMATIITE,47.84,0.58,8.29,11.54,10.5,18.12,0.23,0.21,0.92,0.03
KOMATIITE,48.04,0.26,5.14,8.23,9.15,26.36,0.21,0.1,0.02,0.03
THOLEIITE,51.57,1.51,13.35,15.04,6.23,5.62,0.24,0.1,3.99,0.09
THOLEIITE,48.47,0.83,16.51,10.85,9.4,7.61,0.2,0.02,2.23,0.06
THOLEIITE,51.83,1.05,15.02,11.1,9.46,6.83,0.23,0.16,1.81,0.06
ANDESITE,60.28,0.58,14.21,4.9,5.16,4.95,0.09,0.47,4.85,0.14
ANDESITE,49.79,0.4,9.39,8.81,10.34,15.43,0.18,0.54,1.49,0.09
ANDESITE,54.02,0.4,13.69,6.94,7.2,9.42,0.13,0.48,3.78,0.21
KOMATIITE,45.2,0.35,6.5,9.9,6.3,29.8,0.17,0.1,0.23,0.03
BASALT,47.13,0.83,9.26,11.42,9.34,15.71,0.19,0.02,1.12,0.05
BASALT,48.22,0.86,9.3,11.41,9.13,14.61,0.17,0.05,1.84,0.06
BASALT,45.56,0.7,7.86,11.62,9.73,18.12,0.18,0.01,0.36,0.05
BASALT,45.49,0.83,7.87,12.57,8.38,17.92,0.22,0.03,0.56,0.05
KOMATIITE,43.35,0.48,9.47,10.54,7.59,21.13,0.17,0.01,0.16,0.04
BASALT,47.45,0.92,15.06,12.48,8.73,8.21,0.23,0.03,3.29,0.06
BASALT,48.35,0.88,14.62,11.5,10.51,7.31,0.21,0.07,2.64,0.06
BASALT,47.18,0.9,15.09,11.37,11.68,6.92,0.2,0.03,2.47,0.05
BASALT,47.27,0.66,14.87,10.55,8.94,9.41,0.2,0.4,1.96,0.04
RHYOLITE,74.51,0.18,11.41,4.59,0.25,1.73,0.09,0.04,4.94,0.03
BASALT,50.3,0.55,11.7,10.44,11.2,12.6,0.22,0.75,0.97,0.04
BASALT,50.5,0.64,14.6,11.07,10.2,8.4,0.18,1.06,2.06,0.05
BASALT,47.8,0.56,12.7,11.61,11.6,12.5,0.22,1.1,0.36,0.04
BASALT,47.9,0.56,12.0,11.34,13.7,12.2,0.21,0.74,0.01,0.04
BASALT,44.0,0.26,6.4,11.25,5.12,30.9,0.18,0.0,0.02,0.02
BASALT,44.2,0.28,6.4,11.61,5.13,30.5,0.18,0.0,0.02,0.02
BASALT,49.2,0.44,10.2,10.8,11.6,14.7,0.22,0.74,0.73,0.03
BASALT,48.7,0.56,13.7,10.71,13.5,9.2,0.21,1.93,0.15,0.04
BASALT,49.2,0.56,13.3,9.99,11.3,12.0,0.2,1.89,0.38,0.03
BASALT,49.29,0.61,14.92,10.97,10.61,10.51,0.19,1.58,0.05,0.04
BASALT,49.27,0.62,14.84,10.76,10.51,10.31,0.2,1.97,0.29,0.04
BASALT,49.58,0.57,17.11,9.16,11.27,8.38,0.13,0.04,0.2,0.04
BASALT,49.66,0.64,15.18,11.08,11.49,8.65,0.19,1.71,0.11,0.05
BASALT,51.01,1.09,14.16,11.36,8.83,8.58,0.23,2.5,0.91,0.07
BASALT,49.35,0.83,15.98,11.63,9.61,8.58,0.18,2.0,0.48,0.07
BASALT,48.94,0.69,15.46,11.52,11.16,8.36,0.19,2.16,0.18,0.05
BASALT,48.89,0.67,15.17,11.26,12.61,8.12,0.19,1.64,0.15,0.04
BASALT,49.03,1.22,14.25,12.28,8.0,8.75,0.16,3.62,1.22,0.09
BASALT,48.15,0.89,15.33,13.25,8.32,9.22,0.16,2.95,0.18,0.07
BASALT,48.09,0.9,15.0,13.23,9.58,9.19,0.17,2.12,0.17,0.07
BASALT,49.65,0.8,15.0,12.13,11.15,8.0,0.2,1.57,0.09,0.06
BASALT,49.94,0.82,14.84,12.53,9.71,8.04,0.19,2.34,0.1,0.08
BASALT,47.72,0.89,15.84,12.78,10.63,8.18,0.19,2.15,0.14,0.06
BASALT,46.26,1.08,18.65,15.64,4.52,9.71,0.19,1.67,0.44,0.1
BASALT,47.35,0.62,15.5,10.65,17.28,6.33,0.23,0.71,0.09,0.04
BASALT,53.16,0.8,16.09,9.44,11.0,5.57,0.22,2.36,0.24,0.06
BASALT,49.3,0.85,15.36,12.33,10.9,7.28,0.22,2.28,0.05,0.07
BASALT,48.83,0.83,14.62,12.52,11.57,7.18,0.22,2.42,0.36,0.06
BASALT,47.36,0.87,15.48,12.73,13.12,7.0,0.26,1.51,0.19,0.07
BASALT,47.08,0.89,15.69,13.48,10.39,7.38,0.23,2.89,0.4,0.07
BASALT,49.18,1.19,14.49,12.95,10.92,7.07,0.19,2.32,0.15,0.09
BASALT,46.02,0.87,13.73,12.07,16.31,6.25,0.29,2.69,0.36,0.06
BASALT,51.11,1.01,13.29,13.43,10.73,6.82,0.22,1.73,0.1,0.06
BASALT,50.4,0.89,14.5,12.03,11.01,5.97,0.21,3.38,0.2,0.07
BASALT,52.73,0.9,17.5,8.53,12.1,3.64,0.26,3.25,0.06,0.06
BASALT,50.73,1.42,13.56,14.73,10.05,5.78,0.22,1.72,0.05,0.11
BASALT,52.21,0.9,16.68,10.23,12.35,3.66,0.27,2.11,0.36,0.09
BASALT,54.48,1.08,16.88,9.46,10.12,3.15,0.29,2.94,0.48,0.09
BASALT,50.79,0.66,15.88,10.42,10.93,7.72,0.17,0.19,2.07,0.06
BASALT,49.95,1.03,15.11,11.64,11.44,6.99,0.2,0.11,2.03,0.07
BASALT,48.67,0.54,12.87,10.77,11.4,11.54,0.25,0.27,1.48,0.03
KOMATIITE,42.36,0.29,5.93,10.32,6.2,25.74,0.17,0.07,0.19,0.02
KOMATIITE,44.52,0.59,14.35,12.09,9.06,14.91,0.22,0.15,1.41,0.04
BASALT,46.12,0.51,16.61,10.23,9.36,10.0,0.19,2.58,1.34,0.04
BASALT,53.5,0.77,14.13,12.01,8.37,5.35,0.2,0.4,3.05,0.09
BASALT,49.33,0.46,12.6,14.17,10.23,8.05,0.28,0.27,2.58,0.01
BASALT,48.61,0.74,15.4,10.73,13.08,6.99,0.21,0.62,1.77,0.05
BASALT,48.99,0.61,15.58,10.58,11.66,8.72,0.19,0.15,1.7,0.05
KOMATIITE,42.12,0.4,7.84,9.83,6.23,25.59,0.11,0.03,0.33,0.02
KOMATIITE,43.81,0.3,6.41,10.41,6.17,27.98,0.17,0.11,0.51,0.02
KOMATIITE,44.41,0.3,6.18,10.35,6.81,27.0,0.17,0.06,0.49,0.02
BASALT,49.27,0.85,15.38,10.82,11.56,7.82,0.18,0.49,1.65,0.06
BASALT,48.54,1.04,14.57,13.05,7.57,8.05,0.21,1.48,2.56,0.07
BASALT,48.63,0.83,15.07,11.2,11.43,7.56,0.21,0.35,2.63,0.06
GABBRO,51.26,0.38,14.23,8.94,10.52,9.23,0.17,0.5,2.71,0.04
GABBRO,48.93,0.31,17.21,7.28,10.19,10.52,0.16,0.99,1.45,0.02
BASALT,46.47,0.73,15.21,10.57,13.03,8.95,0.18,0.72,1.35,0.05
KOMATIITE,52.4,0.28,5.23,9.47,10.9,21.7,0.19,0.05,0.12,0.02
KOMATIITE,53.6,0.22,4.1,7.91,8.0,25.6,0.16,0.02,0.0,0.03
KOMATIITE,49.2,0.29,5.38,9.85,5.47,28.4,0.14,0.03,0.0,0.02
KOMATIITE,44.4,0.58,9.27,13.33,8.37,22.8,0.16,0.19,0.0,0.05
BASALT,53.6,1.88,13.63,12.7,9.78,4.17,0.28,0.35,2.12,0.15
BASALT,51.6,1.84,12.95,14.26,8.13,4.3,0.23,0.28,3.4,0.17
BASALT,55.1,2.11,14.14,11.9,5.17,4.64,0.18,0.81,4.11,0.19
GABBRO,48.3,1.73,14.19,15.18,8.77,5.27,0.2,0.54,3.29,0.09
GABBRO,59.6,1.68,13.21,12.24,4.6,1.84,0.18,0.39,4.35,0.25
GABBRO,44.3,1.98,17.4,16.11,10.6,2.72,0.17,0.22,2.12,0.18
GABBRO,49.6,1.11,14.2,11.52,12.1,7.79,0.21,0.1,1.9,0.13
RHYOLITE,74.4,0.25,11.4,2.34,1.06,1.27,0.02,4.73,1.18,0.03
BASALT,48.4,1.37,11.7,14.04,9.24,5.53,0.35,0.31,1.74,0.17
BASALT,55.1,0.93,16.4,6.21,6.44,3.42,0.1,1.22,3.65,0.16
BASALT,49.6,1.23,14.5,14.4,8.18,5.14,0.25,0.15,3.44,0.1
BASALT,48.5,1.28,13.3,14.49,8.78,5.57,0.26,0.15,3.07,0.1
GABBRO,46.4,0.2,15.4,9.0,6.54,12.0,0.13,0.42,1.95,0.02
GABBRO,46.9,0.16,21.3,4.86,11.55,8.46,0.11,0.34,1.48,0.02
GABBRO,49.3,1.07,16.8,11.07,10.6,6.5,0.19,0.16,2.28,0.22
BASALT,49.79,0.73,16.61,8.78,11.01,9.85,0.16,0.6,2.2,0.26
BASALT,50.29,0.75,16.57,9.07,10.78,7.83,0.13,1.38,2.99,0.21
BASALT,48.46,0.49,18.39,9.1,10.85,9.07,0.15,1.37,2.0,0.23
ANDESITE,58.73,1.44,15.78,8.34,3.86,1.93,0.11,4.17,4.94,0.7
RHYOLITE,74.4,0.24,11.4,2.37,1.06,1.27,0.02,4.73,1.18,0.03
RHYOLITE,74.4,0.1,11.7,3.57,1.39,0.91,0.11,3.56,1.16,0.02
RHYOLITE,75.1,0.12,11.1,2.35,2.06,0.64,0.06,3.12,2.19,0.02
BASALT,50.0,0.85,12.41,10.82,10.1,12.0,0.2,0.7,1.51,0.17
BASALT,52.23,0.83,6.43,10.84,0.03,12.5,0.21,0.12,1.34,0.03
BASALT,50.14,1.45,13.04,14.14,11.71,5.52,0.26,0.86,1.27,0.14
KOMATIITE,49.42,0.62,12.78,10.95,11.22,11.6,0.18,0.08,2.06,0.05
KOMATIITE,45.85,0.49,9.36,11.76,10.85,19.26,0.24,0.03,0.18,0.05
KOMATIITE,49.88,0.6,11.94,11.72,10.41,12.06,0.19,0.15,1.8,0.05
KOMATIITE,46.68,0.55,10.84,12.27,10.23,16.35,0.2,0.06,1.16,0.05
KOMATIITE,49.18,0.59,11.98,12.15,8.72,14.0,0.23,0.12,1.42,0.05
BASALT,51.02,0.61,12.2,10.44,8.5,12.2,0.19,0.09,3.39,0.07
KOMATIITE,52.05,0.88,14.43,10.06,10.54,7.51,0.17,0.09,3.09,0.09
KOMATIITE,52.3,0.564,9.36,9.54,9.99,13.7,0.222,0.021,2.87,0.053
KOMATIITE,49.4,0.577,16.0,10.89,12.3,6.57,0.432,0.054,2.02,0.065
THOLEIITE,53.6,0.596,16.2,10.17,9.11,6.72,0.21,0.031,1.66,0.073
KOMATIITE,52.6,1.23,14.4,9.99,11.7,4.23,0.262,0.098,3.9,0.109
THOLEIITE,56.4,1.45,15.7,9.09,6.95,4.78,0.217,0.237,3.72,0.134
THOLEIITE,53.1,0.673,16.1,11.25,7.75,6.11,0.314,0.063,2.7,0.073
THOLEIITE,49.9,0.527,8.58,10.71,10.5,16.1,0.288,0.011,1.62,0.053
THOLEIITE,42.9,0.476,7.64,10.62,9.42,26.9,0.237,0.011,0.124,0.045
BASALT,47.5,0.81,15.3,11.25,12.6,7.0,0.19,0.1,1.51,0.06
BASALT,48.7,0.83,15.1,10.98,12.2,7.36,0.19,0.18,1.59,0.07
BASALT,52.32,1.15,13.54,11.9,10.99,6.31,0.23,0.17,1.92,0.12
BASALT,51.35,0.74,14.7,10.06,10.01,9.78,0.13,0.12,1.9,0.06
BASALT,51.5,1.25,13.6,13.86,9.3,6.1,0.2,0.2,2.3,0.12
BASALT,47.8,2.2,8.23,14.13,11.4,9.47,0.23,0.1,2.7,0.14
BASALT,52.15,1.62,14.36,11.91,8.84,6.48,0.16,0.52,2.45,0.17
BASALT,52.83,1.13,15.5,10.19,9.83,5.06,0.22,0.75,3.27,0.07
KOMATIITE,49.25,1.11,5.99,13.41,10.28,17.5,0.23,0.09,0.66,0.07
BASALT,49.46,1.24,15.28,13.21,10.66,6.18,0.2,0.15,2.08,0.08
BASALT,50.68,0.86,15.36,10.96,11.67,6.26,0.18,0.72,2.03,0.06
BASALT,49.2,0.73,14.3,12.15,11.3,8.05,0.21,0.09,1.71,0.07
BASALT,48.6,0.81,15.6,12.42,11.0,6.66,0.22,0.13,1.74,0.04
RHYOLITE,79.1,0.1,10.6,0.23,0.87,0.15,0.03,7.54,0.87,0.03
ANDESITE,57.5,0.98,14.8,7.18,6.18,3.72,0.16,0.21,4.36,0.18
BASALT,46.8,0.67,14.9,10.8,9.83,7.6,0.18,0.02,0.29,0.07
BASALT,46.5,0.59,12.2,10.8,9.49,14.0,0.2,0.02,1.2,0.06
BASALT,49.7,0.69,13.8,9.63,10.3,7.78,0.19,0.33,3.41,0.19
RHYOLITE,64.4,0.46,16.8,4.13,3.83,2.44,0.06,1.8,4.39,0.14
KOMATIITE,43.4,0.35,7.95,9.81,7.0,22.1,0.19,0.04,0.69,0.04
ANDESITE,55.5,0.66,13.6,8.3,7.55,6.04,0.15,2.38,2.46,0.23
RHYOLITE,72.2,0.18,13.5,1.12,3.3,0.61,0.04,1.58,4.23,0.07
GABBRO,52.1,0.97,13.7,9.63,7.36,4.22,0.19,5.66,2.97,0.78
RHYOLITE,78.4,0.22,11.1,2.73,0.49,1.54,0.01,1.12,0.65,0.03
RHYOLITE,52.6,0.19,8.9,20.16,1.41,1.89,0.13,1.87,0.92,0.03
RHYOLITE,77.2,0.28,11.5,3.34,0.57,0.54,0.05,3.47,0.99,0.05
RHYOLITE,74.2,0.24,12.8,3.1,1.0,0.5,0.04,2.76,3.11,0.03
RHYOLITE,71.9,0.2,10.8,2.74,3.85,0.73,0.1,4.02,1.7,0.03
RHYOLITE,77.1,0.17,10.2,1.73,0.78,0.3,0.06,2.42,4.11,0.02
GABBRO,46.0,0.09,20.9,4.41,13.2,8.86,0.1,0.26,0.95,0.01
KOMATIITE,48.22,0.52,9.86,11.32,6.29,18.43,0.22,0.19,1.08,0.05
KOMATIITE,45.42,0.45,9.9,11.57,8.21,21.72,0.17,0.05,0.38,0.02
KOMATIITE,46.8,0.51,7.57,12.08,8.31,19.89,0.24,0.05,0.98,0.02
BASALT,51.28,0.59,10.66,10.23,8.07,14.99,0.21,0.15,2.14,0.07
KOMATIITE,46.72,0.46,7.41,11.48,7.92,23.53,0.26,0.1,0.25,0.02
KOMATIITE,48.43,0.68,10.61,11.55,10.52,14.43,0.2,0.23,1.76,0.06
KOMATIITE,47.17,0.5,7.58,11.5,9.22,21.7,0.25,0.14,0.19,0.03
KOMATIITE,45.56,0.31,7.45,10.85,7.1,26.82,0.21,0.07,0.2,0.03
BASALT,48.52,0.96,16.07,10.94,12.67,7.87,0.18,0.02,1.47,0.08
BASALT,49.64,0.99,15.5,12.17,11.03,7.71,0.22,0.14,1.19,0.06
BASALT,49.68,1.59,13.78,13.88,9.68,6.92,0.23,0.21,2.35,0.13
BASALT,47.05,1.83,14.21,15.85,10.71,6.32,0.3,0.29,1.52,0.16
BASALT,49.68,2.63,11.96,16.1,7.36,5.9,0.29,0.25,3.76,0.29
BASALT,51.13,1.98,13.47,14.97,8.17,5.8,0.2,0.04,2.45,0.12
BASALT,52.59,2.06,13.25,14.03,7.23,4.93,0.2,0.12,3.84,0.18
BASALT,52.14,2.48,13.06,14.59,6.84,4.89,0.21,0.59,3.34,0.22
BASALT,50.49,1.77,14.47,14.18,8.14,4.45,0.19,0.06,4.5,0.16
BASALT,53.51,2.49,12.29,14.97,8.13,3.58,0.31,0.2,2.55,0.3
RHYOLITE,74.4,0.28,12.27,4.19,0.81,0.82,0.09,0.12,6.48,0.06
RHYOLITE,77.5,0.23,11.06,4.16,0.52,0.64,0.03,1.05,4.32,0.04
RHYOLITE,68.5,0.334,10.8,6.75,6.1,2.6,0.4,0.9,2.4,0.04
RHYOLITE,76.0,0.153,9.8,5.67,0.3,3.7,0.1,1.4,0.2,0.02
RHYOLITE,77.5,0.217,11.5,3.24,1.0,1.3,0.0,0.5,4.2,0.02
RHYOLITE,73.7,0.176,11.5,8.01,0.5,3.9,0.3,0.9,0.1,0.02
RHYOLITE,75.7,0.356,11.4,4.5,2.7,0.8,0.1,0.0,3.9,0.08
RHYOLITE,73.4,0.275,12.2,4.41,2.5,2.1,0.1,0.7,3.7,0.02
RHYOLITE,74.86,0.28,13.71,1.87,0.69,0.61,0.06,3.4,3.63,0.05
RHYOLITE,74.77,0.29,14.27,2.15,1.21,0.7,0.05,4.0,2.65,0.05
RHYOLITE,73.7,0.33,14.3,0.79,1.62,0.35,0.04,2.0,4.93,0.07
RHYOLITE,77.89,0.29,12.54,0.32,1.87,0.12,0.02,2.26,5.63,0.07
RHYOLITE,73.31,0.45,12.63,1.63,1.71,0.42,0.05,0.86,5.13,0.07
RHYOLITE,75.0,0.51,13.8,1.7,1.65,0.43,0.07,1.58,4.86,0.1
RHYOLITE,76.9,0.21,12.7,1.06,2.11,0.37,0.03,1.55,4.05,0.03
RHYOLITE,75.7,0.2,13.2,1.21,1.0,0.37,0.03,0.68,6.17,0.04
RHYOLITE,74.8,0.19,12.48,1.09,4.67,0.47,0.04,2.1,1.26,0.03
RHYOLITE,72.97,0.24,15.86,1.59,2.52,0.48,0.04,2.2,3.8,0.04
RHYOLITE,76.5,0.21,11.5,1.2,2.73,0.3,0.04,1.34,3.37,0.04
RHYOLITE,69.39,0.23,15.58,2.13,1.39,0.52,0.07,1.52,6.29,0.11
RHYOLITE,72.47,0.15,14.67,0.94,3.29,0.4,0.01,1.81,4.11,0.07
RHYOLITE,67.43,0.28,15.81,3.06,3.43,0.24,0.08,1.42,4.08,0.07
RHYOLITE,83.37,0.19,8.44,1.86,0.5,0.12,0.05,0.66,3.55,0.03
RHYOLITE,85.95,0.16,6.45,3.28,0.03,0.44,0.02,1.24,0.28,0.02
RHYOLITE,71.21,0.22,15.14,1.49,1.85,0.34,0.03,2.02,4.96,0.05
RHYOLITE,69.12,0.52,12.03,5.42,2.48,0.72,0.1,1.47,4.25,0.07
RHYOLITE,67.78,1.1,14.54,1.67,3.95,0.21,0.05,1.37,5.02,0.23
ANDESITE,59.03,0.91,12.61,8.82,6.57,2.12,0.12,0.11,4.64,0.2
RHYOLITE,79.57,0.57,8.9,2.56,2.35,1.18,0.05,0.02,3.49,0.13
DACITE,65.25,0.76,14.41,5.58,0.52,6.3,0.1,2.32,0.31,0.34
RHYOLITE,68.14,0.47,11.23,3.98,4.26,2.77,0.15,0.88,2.95,0.1
RHYOLITE,70.86,0.45,13.98,2.2,2.85,1.25,0.03,0.41,5.82,0.27
RHYOLITE,75.8,1.07,14.38,1.6,0.33,0.19,0.02,4.35,0.27,0.25
RHYOLITE,69.33,0.6,14.24,4.1,0.44,4.15,0.03,2.94,0.43,0.3
RHYOLITE,69.52,0.37,12.33,3.14,3.62,0.89,0.11,2.17,1.14,0.12
RHYOLITE,74.72,0.17,12.56,2.52,0.7,0.71,0.05,1.22,5.41,0.03
RHYOLITE,73.39,0.3,11.41,5.22,0.87,1.1,0.07,3.48,2.24,0.05
RHYOLITE,78.48,0.26,9.61,3.93,0.09,2.26,0.05,0.75,2.62,0.03
DACITE,65.19,0.89,12.65,9.3,3.33,1.57,0.1,0.55,4.46,0.2
DACITE,63.43,0.35,11.52,8.27,11.64,1.44,0.37,1.02,1.07,0.08
ANDESITE,62.62,0.57,15.75,5.14,4.61,3.55,0.09,1.44,3.87,0.12
RHYOLITE,74.42,0.06,13.83,0.43,1.32,0.35,0.02,3.01,3.94,0.03
RHYOLITE,77.15,0.19,10.29,3.18,1.92,0.47,0.05,2.22,1.03,0.03
RHYOLITE,69.32,0.39,12.7,3.74,3.48,0.23,0.09,2.43,3.06,0.06
RHYOLITE,73.08,0.45,12.42,4.1,1.34,0.97,0.05,0.72,5.18,0.09
RHYOLITE,68.7,0.36,14.35,3.1,2.35,0.87,0.07,4.43,0.33,0.1
RHYOLITE,74.4,0.22,10.82,1.23,3.95,0.42,0.03,2.1,2.15,0.08
RHYOLITE,69.04,0.46,15.55,2.51,0.73,1.07,0.03,1.58,6.31,0.34
ANDESITE,55.13,0.7,16.36,7.48,5.79,5.62,0.13,1.61,2.72,0.14
RHYOLITE,70.65,0.32,13.55,3.94,2.41,0.68,0.03,2.36,2.05,0.07
ANDESITE,54.59,0.86,16.19,8.23,8.71,4.93,0.15,0.72,1.86,0.14
DACITE,65.8,0.79,15.57,2.56,5.6,0.95,0.08,2.65,4.58,0.18
ANDESITE,60.24,0.54,15.64,6.42,7.56,3.94,0.11,1.32,2.27,0.11
ANDESITE,62.11,0.76,13.98,5.03,4.54,3.1,0.07,1.75,2.43,0.14
ANDESITE,62.88,0.25,17.16,1.66,3.77,0.98,0.02,4.14,4.25,0.08
RHYOLITE,83.64,0.16,10.99,0.87,0.03,0.54,0.01,2.18,0.77,0.02
RHYOLITE,75.39,0.56,13.56,2.66,0.18,1.32,0.06,3.01,0.24,0.11
DACITE,64.65,0.35,17.5,3.56,2.68,2.24,0.09,1.82,4.87,0.12
DACITE,64.02,0.32,18.25,2.89,4.27,2.15,0.04,1.67,4.5,0.09
ANDESITE,61.06,0.81,14.86,6.3,5.18,4.57,0.11,1.75,4.28,0.17
